player_id,firstName,lastName,college,hgt,retiredYear,numDaysFreeAgent,ptModifier,gamesUntilTradable,imgURL,born_year,born_loc,contract_amount,contract_exp,draft_round,draft_pick,draft_tid,draft_year,draft_originalTid,draft_pot,draft_ovr,draft_skills,injury_type,injury_gamesRemaining,moodTraits,relatives_count,draft_dpid
208,Betnijah,Thornton,Notre Dame,74,1882,91,1,0,,1846,"Washington, USA",1200,1882,1,6,6,1865,6,64,39,[],Healthy,0,W,0,
229,Leigh,Payton,Houston,70,1882,121,1,0,,1851,"Massachusetts, USA",1200,1882,1,5,5,1870,5,65,42,['B'],Healthy,0,W,0,
250,Katryna,Grant,Jacksonville,77,1882,121,1,0,,1846,"Tennessee, USA",1200,1882,1,28,14,1865,14,60,27,[],Healthy,0,W,0,
546,Candace,Zouzoua,Stanford,66,1882,121,1,0,,1852,"Illinois, USA",1200,1882,1,30,8,1871,29,57,31,[],Healthy,0,F,0,29
554,Tia,Battle,Hawaii,74,1882,121,1,0,,1852,"Wisconsin, USA",1200,1882,1,19,1,1871,1,61,34,[],Healthy,0,L,0,1
556,Sue,Simmons,UCF,72,1882,121,1,0,,1852,"Iowa, USA",1200,1882,1,21,7,1871,7,60,34,[],Healthy,0,F,0,7
687,Victoria,Almond,Iowa State,70,1882,121,1,0,,1854,"California, USA",1200,1882,1,30,29,1873,29,55,31,[],Healthy,0,F,0,149
701,Asia,Konz,Arizona,70,1882,121,1,0,,1854,"Illinois, USA",1200,1882,1,12,24,1873,24,60,31,[],Healthy,0,"L,W",0,144
805,Mira,Lozancic,,69,1882,121,1,0,,1853,Croatia,1200,1882,1,13,1,1874,1,63,40,[],Healthy,0,"$,L",0,181
815,Kim,Kaufman,Louisiana-Lafayette,73,1882,121,1,0,,1852,"Wisconsin, USA",1200,1882,1,30,29,1874,29,56,36,[],Healthy,0,"F,L",0,209
825,Chantel,Roberson,UC Irvine,72,1882,121,1,0,,1856,"California, USA",1200,1882,1,21,15,1875,15,62,29,[],Healthy,0,"L,W",0,255
882,Jenni,Cupp Sr.,Oklahoma State,79,1882,121,1,0,,1853,"California, USA",1200,1882,1,16,28,1875,28,61,46,[],Healthy,0,"$,F",1,268
929,Sydney,Hansen,Maryland,71,1882,121,1,0,,1856,"Virginia, USA",1200,1882,1,30,6,1876,6,57,29,[],Healthy,0,W,0,306
933,Megan,Claude,UCLA,76,1882,121,1,0,,1856,"District of Columbia, USA",1200,1882,1,3,28,1876,28,69,41,[],Healthy,0,L,0,328
1092,Angelina,Corner,Miami (FL),75,1882,121,1,0,,1856,"Texas, USA",1200,1882,1,28,8,1878,8,57,39,[],Healthy,0,"F,W",0,428
10,Brittney,White,Eastern Michigan,76,1883,120,1,0,,1849,"Florida, USA",1200,1883,1,1,16,1870,16,73,59,"['A', 'Dp']",Healthy,0,"F,L",0,
34,Nevenka,Zizic,,77,1883,120,1,14,,1848,Croatia,1200,1883,1,8,17,1867,17,64,41,[],Healthy,0,W,0,
44,Samantha,Harrington,Georgetown,75,1883,120,1,0,,1850,"New York, USA",1200,1883,1,12,13,1869,13,62,34,[],Healthy,0,"L,W",0,
54,Chantelle,Stewart,Pepperdine,69,1883,120,1,0,,1849,"Tennessee, USA",1200,1883,1,27,3,1868,3,59,29,[],Healthy,0,"$,W",0,
146,Kelly,Banks,DePaul,64,1883,120,1,0,,1845,"California, USA",1200,1883,1,22,16,1864,16,60,31,[],Healthy,0,W,0,
198,Edna,Halvorsen,Saint Mary's,77,1883,120,1,0,,1847,"New York, USA",1200,1883,1,27,12,1866,12,58,33,[],Healthy,0,L,1,
574,Lindsey,Armstead,Texas A&M,68,1883,120,1,0,,1852,"California, USA",1200,1883,1,7,3,1871,3,65,37,[],Healthy,0,F,1,3
658,Travesa,Wynn,California,67,1883,120,1,0,,1852,"Michigan, USA",1200,1883,1,24,6,1872,6,57,32,[],Healthy,0,W,0,66
689,Tatjana,Petrov,,77,1883,120,1,0,,1854,Slovenia,1200,1883,1,26,19,1873,19,60,28,['R'],Healthy,0,"$,L",0,139
720,Tiffany,Avant,Michigan State,76,1883,120,1,10,,1853,"Utah, USA",1200,1883,1,2,4,1873,4,66,43,[],Healthy,0,L,0,124
736,Lesley,McNally,Long Beach State,75,1883,120,1,0,,1852,"New Hampshire, USA",1200,1883,1,3,22,1873,22,64,49,[],Healthy,0,L,0,142
740,Emily,Powell,Long Beach State,71,1883,120,1,0,,1852,"Tennessee, USA",1200,1883,1,17,16,1873,16,59,41,[],Healthy,0,"F,L",0,136
773,Eleni,Pelekanos,,69,1883,120,1,0,,1855,Greece,1200,1883,1,1,5,1874,27,70,42,"['A', 'B', 'Dp']",Healthy,0,"$,L",0,207
787,Paola,Malaventura,,74,1883,120,1,0,,1854,Italy,1200,1883,1,28,19,1874,19,58,37,[],Healthy,0,"$,F",0,199
809,Juana,Maura,,68,1883,120,1,0,,1853,Spain,1200,1883,1,8,22,1874,22,62,48,[],Healthy,0,$,0,202
822,Sequoia,Brown,San Jose State,73,1883,120,1,0,,1856,"California, USA",1200,1883,1,20,13,1875,13,62,32,[],Healthy,0,"F,L",0,253
828,Aisha,Kuso,,79,1883,120,1,0,,1856,Nigeria,1200,1883,1,29,20,1875,3,57,31,[],Healthy,0,$,0,243
876,Cindy,Joiner,North Carolina,76,1883,120,1,0,,1854,"California, USA",1200,1883,1,13,27,1875,8,61,46,['Po'],Healthy,0,$,0,248
891,Leah,Doyle,Duke,68,1883,120,1,0,,1857,"South Carolina, USA",1200,1883,1,20,25,1876,25,60,34,[],Healthy,0,W,0,325
894,Tia,Swift,Bradley,77,1883,120,1,0,,1857,"West Virginia, USA",1200,1883,1,15,26,1876,26,58,32,[],Healthy,0,L,0,326
900,Jameka,Cooper,Boston College,73,1883,120,1,0,,1857,"Michigan, USA",1200,1883,1,6,17,1876,17,65,33,[],Healthy,0,"F,L",0,317
952,Zorka,Knežević,,74,1883,120,1,0,,1854,Montenegro,1200,1883,1,11,27,1876,27,61,47,[],Healthy,0,F,0,327
1024,Jamie,Covey,Hawaii,67,1883,120,1,0,,1855,"New Mexico, USA",1200,1883,1,14,10,1877,10,59,39,[],Healthy,0,F,0,370
1090,Sonja,Wilburn Sr.,Syracuse,74,1883,120,1,14,,1857,"New York, USA",1200,1883,1,6,5,1878,5,61,46,[],Healthy,0,"$,F",2,425
1094,Makayla,Garcia,Pepperdine,72,1883,120,1,0,,1856,"Florida, USA",1200,1883,1,8,21,1878,21,59,49,[],Healthy,0,L,0,441
0,Maria,Harris,Hofstra,70,1884,88,1,0,,1845,"Maryland, USA",1200,1884,1,3,29,1864,29,68,40,['B'],Healthy,0,F,0,
3,Patricia,Smith,,67,1884,118,1,14,,1850,England,1200,1884,1,4,10,1870,10,66,46,[],Healthy,0,L,0,
4,Lisa,Batish,,75,1883,0,1,0,,1848,England,1200,1884,1,9,0,1869,0,61,43,[],Healthy,0,"F,L",0,
15,Katrina,Tolbert,Wyoming,68,1884,118,1,0,,1850,"Pennsylvania, USA",1200,1884,1,21,29,1869,29,60,32,[],Healthy,0,"$,L",0,
19,Merlakia,Ika,Siena,66,1884,118,1,0,,1849,"Colorado, USA",1200,1884,1,2,23,1869,23,69,49,"['3', 'B']",Healthy,0,$,0,
23,LaToya,Madden,West Virginia,69,1884,118,1,0,,1849,"North Carolina, USA",1200,1884,1,2,2,1868,2,72,44,['B'],Healthy,0,$,0,
36,Brandi,Arnold,Duke,75,1884,84,1,0,,1850,"Kentucky, USA",1200,1884,1,11,26,1869,26,63,32,[],Healthy,0,W,0,
40,Armintie,Read,Washington,75,1884,88,1,0,,1848,"Idaho, USA",1200,1884,1,24,8,1867,8,61,31,[],Healthy,0,"F,W",0,
84,Stephanie,Ward,Texas A&M,76,1884,118,1,0,,1850,"Tennessee, USA",1200,1884,1,8,2,1869,2,63,35,[],Healthy,0,"F,W",0,
93,Jennifer,Armstrong,Holy Cross,69,1884,88,1,0,,1849,"Kentucky, USA",1200,1884,1,25,11,1870,11,59,38,[],Healthy,0,$,0,
206,Ketia,Butler,Indiana,84,1884,118,1,0,,1849,"Missouri, USA",1200,1884,1,1,11,1869,11,71,49,"['Di', 'R']",Healthy,0,L,0,
541,Angelina,Belton,Tulane,68,1884,118,1,0,,1852,"Pennsylvania, USA",1200,1884,1,26,9,1871,9,61,30,[],Healthy,0,"F,W",0,9
572,LaNeishea,Thomas,USC,72,1884,118,1,0,,1852,"California, USA",1200,1884,1,20,25,1871,25,60,31,[],Healthy,0,F,0,25
585,Sylvia,Woolsey,Auburn,67,1884,118,1,0,,1851,"California, USA",1200,1884,1,17,26,1871,26,59,40,[],Healthy,0,W,0,26
612,Jackie,Bowler,Harvard,75,1884,118,1,0,,1853,"Florida, USA",1200,1884,1,5,15,1872,15,64,36,[],Healthy,0,F,0,75
629,Eleftheria,Daskalakis,,82,1884,118,1,0,,1853,Greece,1200,1884,1,29,14,1872,14,58,29,[],Healthy,0,F,0,74
636,Jannon,Brown,Washington,68,1884,118,1,0,,1853,"Wyoming, USA",1200,1884,1,12,12,1872,12,61,38,[],Healthy,0,"F,W",0,72
712,Usha,Vaughn,Indiana,77,1884,118,1,0,,1854,"Hawaii, USA",1200,1884,1,25,3,1873,3,57,30,[],Healthy,0,$,0,123
719,Haley,Spears,North Carolina State,75,1884,118,1,0,,1853,"Michigan, USA",1200,1884,1,11,23,1873,23,60,35,[],Healthy,0,"$,F",1,143
756,Cara,Adams,Colorado,72,1884,118,1,0,,1855,"California, USA",1200,1884,1,21,15,1874,15,59,28,[],Healthy,0,"F,W",0,195
797,Dena,Anderson,Florida,74,1884,118,1,0,,1854,"Texas, USA",1200,1884,1,15,14,1874,14,59,37,[],Healthy,0,"F,L",0,194
813,Justyna,Nowakowski,,69,1884,118,1,0,,1852,Poland,1200,1884,1,16,4,1874,13,57,46,[],Healthy,0,"F,L",0,193
927,Kim,Osse,Louisiana Tech,75,1884,118,1,0,,1856,"Quebec, Canada",1200,1884,1,17,4,1876,4,62,37,[],Healthy,0,"F,L",0,304
940,Bashaara,Washington,Memphis,75,1884,118,1,0,,1856,"New Hampshire, USA",1200,1884,1,12,5,1876,5,62,39,[],Healthy,0,"$,W",0,305
965,Jaime,Curtis,Missouri,74,1884,118,1,0,,1858,"Colorado, USA",1200,1884,1,24,25,1877,25,60,26,[],Healthy,0,F,0,385
966,Asjha,Walker,Arizona,70,1884,118,1,0,,1858,"Texas, USA",1200,1884,1,11,26,1877,26,60,33,[],Healthy,0,W,0,386
967,Sherill,Davis,Seattle,75,1884,118,1,0,,1858,"Illinois, USA",1200,1884,1,20,5,1877,14,60,30,[],Healthy,0,F,0,374
981,Chiney,Justice,Maryland,77,1884,118,1,0,,1858,"California, USA",1200,1884,1,29,3,1877,3,59,24,[],Healthy,0,$,0,363
989,Glory,Cook,Towson,77,1884,118,1,0,,1858,"Wisconsin, USA",1200,1884,1,21,11,1877,21,59,30,[],Healthy,0,L,0,381
1001,Slavica,Mirkovic,,70,1884,118,1,0,,1857,Serbia,1200,1884,1,18,3,1877,20,61,35,[],Healthy,0,"$,W",0,380
1006,Renee,Lewis,Marquette,73,1884,118,1,0,,1857,"Florida, USA",1200,1884,1,12,27,1877,27,62,39,[],Healthy,0,W,0,387
1011,Evina,Robertson,Kansas City,67,1884,118,1,0,,1857,"Missouri, USA",1200,1884,1,8,20,1877,15,63,40,['B'],Healthy,0,"F,W",0,375
1020,Rebekkah,Anderson,Western Kentucky,75,1884,118,1,0,,1856,"Pennsylvania, USA",1200,1884,1,19,24,1877,24,57,40,[],Healthy,0,"F,W",0,384
1074,Cass,Edwards,Western Michigan,75,1884,118,1,0,,1858,"Florida, USA",1200,1884,1,25,25,1878,25,57,34,[],Healthy,0,F,0,445
2,Bridget,Lamour,Tulsa,75,1885,120,1,0,,1847,"Alberta, Canada",1200,1885,1,3,5,1866,5,68,42,['R'],Healthy,0,"L,W",0,
9,Adrienne,McDaniel,Oklahoma,77,1885,120,1,14,,1848,"Oklahoma, USA",1200,1885,1,21,10,1867,10,61,33,[],Healthy,0,$,0,
27,Kia,Burwell,Villanova,78,1885,120,1,0,,1851,"Illinois, USA",1200,1885,1,7,8,1870,8,64,37,[],Healthy,0,"$,F",0,
31,Bella,Spivak,North Carolina,76,1885,120,1,0,,1851,"California, USA",1200,1885,1,9,21,1870,21,62,37,[],Healthy,0,L,0,
37,Angie,Mitchell,Kentucky,67,1885,120,1,0,,1851,"California, USA",1200,1885,1,28,1,1870,1,58,32,['B'],Healthy,0,W,0,
48,Vesna,Gurovic,,76,1885,120,1,0,,1847,Serbia,1200,1885,1,16,26,1868,26,58,44,[],Healthy,0,F,0,
77,Jacqueline,Horton,Oral Roberts,77,1885,120,1,0,,1851,"Georgia, USA",1200,1885,1,11,2,1870,2,62,33,[],Healthy,0,F,0,
82,Vida,Serapinas,,69,1885,120,1,0,,1851,Lithuania,1200,1885,1,12,18,1870,18,61,34,[],Healthy,0,L,0,
90,Angela,Robbins Sr.,Indiana,77,1885,120,1,0,,1850,"California, USA",1200,1885,1,6,20,1870,20,65,42,[],Healthy,0,"$,L",1,
105,Lauren,Staten,Arizona State,72,1885,120,1,0,,1850,"California, USA",1200,1885,1,23,0,1870,0,59,36,[],Healthy,0,$,0,
144,Chasity,Jacobs,North Carolina,79,1885,120,1,0,,1847,"Alabama, USA",1200,1885,1,9,14,1866,14,64,35,[],Healthy,0,$,0,
594,Alex,Bradley,Norfolk State,69,1885,120,1,0,,1850,"Texas, USA",1200,1885,1,4,15,1871,15,65,51,[],Healthy,0,"F,W",0,15
614,Sheri,Williams,Bradley,73,1885,120,1,0,,1853,"Arkansas, USA",1200,1885,1,28,19,1872,19,59,30,[],Healthy,0,F,0,79
617,Cierra,Franklin,Bradley,75,1885,120,1,0,,1853,"Utah, USA",1200,1885,1,17,26,1872,26,59,36,[],Healthy,0,"$,L",0,86
699,Cassandra,Reid,Holy Cross,75,1885,90,1,0,,1854,"Florida, USA",1200,1885,1,28,11,1873,11,61,27,[],Healthy,0,W,0,131
730,Khayla,Ritcher,UCLA,75,1885,120,1,0,,1853,"California, USA",1200,1885,1,20,2,1873,2,59,37,[],Healthy,0,"L,W",0,122
751,Lindsay,Tinch,Temple,77,1885,120,1,0,,1855,"Oregon, USA",1200,1885,1,7,27,1874,5,65,39,['R'],Healthy,0,"F,L",0,185
783,Elaine,Forbes,Michigan,66,1885,120,1,0,,1855,"California, USA",1200,1885,1,22,16,1874,16,60,32,[],Healthy,0,W,0,196
801,Amber,Wiggins,Clemson,85,1885,120,1,0,,1854,"Kentucky, USA",1200,1885,1,29,6,1874,6,59,35,"['Di', 'R']",Healthy,0,F,0,186
807,Trisha,Ward,Detroit Mercy,71,1885,120,1,0,,1853,"Missouri, USA",1200,1885,1,5,24,1874,24,65,48,[],Healthy,0,L,0,204
851,Tierra,Roberts,,70,1885,120,1,0,,1856,"Texas, USA",1200,1885,1,24,11,1875,11,61,32,[],Healthy,0,$,0,251
854,Kalana,Allison,UNLV,67,1885,120,1,0,,1856,"California, USA",1200,1885,1,15,5,1875,5,64,35,['B'],Healthy,0,"$,L",0,245
872,Teaira,Keeler,Manhattan,75,1885,120,1,0,,1855,"Michigan, USA",1200,1885,1,12,26,1875,26,65,39,[],Healthy,0,L,0,266
911,Tiffani,Martinez,Providence,72,1885,120,1,0,,1857,"New Jersey, USA",1200,1885,1,9,19,1876,19,62,35,[],Healthy,0,"L,W",0,319
930,La'Tangela,Macellari,Villanova,72,1885,120,1,14,,1856,"Ohio, USA",1200,1885,1,21,7,1876,7,60,33,[],Healthy,0,F,0,307
996,Shanna,Cardenas,Seattle,72,1885,120,1,14,,1857,"North Carolina, USA",1200,1885,1,5,28,1877,28,62,46,[],Healthy,0,W,0,388
1034,Pamela,Reese,Hofstra,77,1885,120,1,0,,1859,"Florida, USA",1200,1885,1,19,9,1878,22,62,31,[],Healthy,0,L,0,442
1055,Athanasia,Kaselakis,,74,1885,120,1,0,,1859,Greece,1200,1885,1,22,0,1878,0,62,35,[],Healthy,0,"L,W",0,420
1139,Arike,Fogarty,Florida,73,1885,120,1,14,,1859,"Massachusetts, USA",1200,1885,1,29,14,1879,14,58,36,[],Healthy,0,"$,L",0,494
1,Shaquala,Hull,,72,1886,121,1,0,,1846,"Colorado, USA",1200,1886,1,25,11,1865,11,60,30,[],Healthy,0,"L,W",0,
11,Leslie,Robinson,Georgia Tech,76,1886,121,1,0,,1848,"Ohio, USA",1200,1886,1,5,19,1868,19,63,47,[],Healthy,0,"$,W",0,
97,Dearica,Werner,Kansas,75,1885,0,1,0,,1851,"Nevada, USA",1200,1886,1,21,14,1870,14,59,33,[],Healthy,0,$,0,
147,Kristin,Ware,Tulane,75,1886,121,1,0,,1847,"Florida, USA",1200,1886,1,4,3,1867,3,67,51,[],Healthy,0,"$,W",0,
148,Nia,Berman Sr.,Louisville,69,1886,121,1,0,,1850,"Kentucky, USA",1200,1886,1,6,7,1869,7,63,37,[],Healthy,0,"F,W",1,
307,Liz,Robinson,Georgetown,67,1886,121,1,0,,1850,"Colorado, USA",1200,1886,1,19,25,1869,25,60,33,[],Healthy,0,$,0,
565,Charisse,Brown,Colorado State,67,1886,121,1,0,,1852,"Ohio, USA",1200,1886,1,3,8,1871,8,68,41,"['B', 'Dp']",Healthy,0,W,0,8
593,Raegan,Ware,Illinois,66,1886,121,1,0,,1850,"Arkansas, USA",1200,1886,1,6,24,1871,24,64,43,[],Healthy,0,"$,L",0,24
610,Tanisha,Collins,Toledo,67,1886,121,1,0,,1853,"New Hampshire, USA",1200,1886,1,1,7,1872,7,70,48,[],Healthy,0,W,0,67
618,Andrea,Keller,,75,1886,121,1,0,,1853,Germany,1200,1886,1,18,23,1872,23,58,32,[],Healthy,0,W,0,83
718,Silvana,D'Agostino Sr.,,77,1886,121,1,14,,1853,Italy,1200,1886,1,21,12,1873,12,57,33,[],Healthy,0,F,1,132
760,Laura,Gasol,,71,1886,121,1,0,,1855,Spain,1200,1886,1,11,15,1874,20,63,35,[],Healthy,0,"L,W",0,200
862,Erin,Pollard Sr.,Fresno State,68,1886,121,1,0,,1855,"Tennessee, USA",1200,1886,1,1,20,1875,20,73,58,['3'],Healthy,0,"F,W",1,260
890,Ivana,Nicevic Sr.,,76,1886,121,1,0,,1857,Croatia,1200,1886,1,29,3,1876,3,59,26,[],Healthy,0,W,1,303
913,Bethany,Jones,USC,75,1886,121,1,0,,1857,"California, USA",1200,1886,1,13,13,1876,13,63,30,[],Healthy,0,"$,W",0,313
999,Brooke,Salguero,Navy,74,1886,121,1,14,,1857,"Virginia, USA",1200,1886,1,2,23,1877,23,70,48,[],Healthy,0,F,0,383
1018,Briann,Rodgers,Miami (FL),68,1886,121,1,0,,1856,"Florida, USA",1200,1886,1,15,29,1877,29,61,38,[],Healthy,0,"L,W",0,389
1075,Keri,Anderson,Ohio State,77,1886,121,1,0,,1858,"Florida, USA",1200,1886,1,7,10,1878,10,64,41,[],Healthy,0,"$,L",0,430
1087,Briann,Reynolds,Manhattan,70,1886,121,1,0,,1857,"Georgia, USA",1200,1886,1,24,29,1878,29,60,41,[],Healthy,0,L,0,449
1111,Kylee,Davis,Arizona,76,1886,121,1,0,,1860,"Florida, USA",1200,1886,1,28,8,1879,8,57,30,[],Healthy,0,$,0,488
1120,Swin,McCray,Marquette,70,1886,121,1,0,,1860,"Kentucky, USA",1200,1886,1,13,19,1879,19,62,34,[],Healthy,0,"$,L",0,499
1124,Katie,Scott,Purdue,75,1886,121,1,0,,1860,"Virginia, USA",1200,1886,1,16,26,1879,26,63,33,[],Healthy,0,F,0,506
1225,Asjha,Benn,Liberty,73,1886,121,1,0,,1859,"Alabama, USA",1200,1886,1,13,13,1880,13,60,44,[],Healthy,0,F,0,553
1374,Amy,Samarco,Dayton,75,1886,121,1,0,,1860,"Florida, USA",1200,1886,1,19,28,1882,28,58,40,[],Healthy,0,"$,W",0,688
110,Kate,Ryan,,76,1887,0,1,0,,1850,Australia,1200,1887,1,17,19,1869,19,62,32,[],Healthy,0,$,0,
192,Arica,Edwards,Pacific,74,1887,120,1,0,,1849,"Utah, USA",1200,1887,1,28,29,1868,29,59,28,[],Healthy,0,F,0,
540,Sharnee,Johnson,Nebraska,76,1887,120,1,0,,1852,"California, USA",1200,1887,1,1,18,1871,18,76,51,[],Healthy,0,"$,F",1,18
555,Tyresa,Bell,Columbia,81,1887,120,1,0,,1852,"Georgia, USA",1200,1887,1,22,0,1871,0,59,31,[],Healthy,0,L,0,0
613,Linnae,Birrell,Illinois-Chicago,64,1887,120,1,14,,1853,"California, USA",1200,1887,1,14,5,1872,5,60,33,['B'],Healthy,0,"L,W",0,65
615,Kiesha,Troutman,Oral Roberts,77,1887,120,1,0,,1853,"Illinois, USA",1200,1887,1,8,20,1872,20,63,34,[],Healthy,0,"F,L",0,80
655,Chelsea,Walters,Oregon,74,1887,120,1,0,,1852,"California, USA",1200,1887,1,22,2,1872,2,60,32,[],Healthy,0,"$,F",0,62
704,Maylana,Booth,Marquette,75,1887,120,1,0,,1854,"Nebraska, USA",1200,1887,1,6,13,1873,13,64,38,[],Healthy,0,W,0,133
776,Katarina,Korošec,,68,1887,120,1,0,,1855,Slovenia,1200,1887,1,18,25,1874,25,62,33,[],Healthy,0,$,0,205
798,Sidney,Bradshaw,Western Michigan,75,1887,120,1,0,,1854,"Illinois, USA",1200,1887,1,12,9,1874,9,61,43,[],Healthy,0,"$,W",0,189
812,Lindsay,Mosley,Iowa State,66,1886,0,1,0,,1852,"Wisconsin, USA",15000,1887,1,2,7,1874,7,66,56,"['B', 'Ps']",Healthy,0,W,0,187
827,Betnijah,Garrity,San Francisco,71,1887,120,1,0,,1856,"Minnesota, USA",1200,1887,1,9,14,1875,14,66,35,[],Healthy,0,F,0,254
847,Ukari,Capatina,Texas A&M,68,1887,120,1,0,,1856,"Indiana, USA",1200,1887,1,30,29,1875,29,59,28,[],Healthy,0,L,0,269
875,Deanna,St. Germain,Duke,71,1887,120,1,0,,1854,"California, USA",1200,1887,1,6,2,1875,2,62,52,[],Healthy,0,W,0,242
877,Trina,Taylor,Wisconsin,74,1887,120,1,0,,1854,"Alabama, USA",1200,1887,1,22,3,1875,23,59,42,[],Healthy,0,W,0,263
960,Nicole,Wright,Wyoming,67,1887,120,1,0,,1858,"New York, USA",1200,1887,1,7,13,1877,13,63,34,[],Healthy,0,L,0,373
971,Diana,Rodriguez,South Carolina,77,1887,120,1,14,,1858,"Florida, USA",1200,1887,1,9,12,1877,12,62,31,[],Healthy,0,F,1,372
1003,Rachel,Minshew,George Mason,70,1887,120,1,0,,1857,"New Mexico, USA",1200,1887,1,13,1,1877,1,62,36,[],Healthy,0,"$,W",0,361
1066,Maya,Nixon,Stanford,77,1887,120,1,0,,1858,"North Carolina, USA",1200,1887,1,17,27,1878,15,63,40,[],Healthy,0,W,1,435
1079,Courtney,Reichner,Charlotte,73,1887,120,1,14,,1858,"Virginia, USA",1200,1887,1,2,20,1878,20,72,48,[],Healthy,0,"$,F",0,440
1086,Zita,Marciulonis,,73,1887,120,1,0,,1857,Lithuania,1200,1887,1,5,28,1878,28,67,48,[],Healthy,0,F,0,448
1175,Viktoriya,Emelyanov,,74,1887,120,1,0,,1861,Russia,1200,1887,1,19,4,1880,4,60,27,[],Healthy,0,"F,L",0,544
1176,Monica,Sanders,UNLV,68,1887,120,1,0,,1861,"South Carolina, USA",1200,1887,1,30,22,1880,22,56,28,[],Healthy,0,"L,W",0,562
1177,Trena,Walker,Charlotte,75,1887,120,1,0,,1861,"Florida, USA",1200,1887,1,27,9,1880,9,59,29,[],Healthy,0,"L,W",0,549
1185,Sheri,Daniels,Minnesota,67,1887,120,1,0,,1861,"Nevada, USA",1200,1887,1,21,17,1880,17,61,29,[],Healthy,0,F,0,557
1187,Sylvie,Damachoua Sr.,,77,1887,120,1,0,,1861,France,1200,1887,1,22,3,1880,3,58,27,[],Healthy,0,"F,L",1,543
1191,Mercedes,Lopez,Toledo,74,1887,120,1,14,,1861,"Arizona, USA",1200,1887,1,11,15,1880,15,60,36,[],Healthy,0,"L,W",0,555
1193,Briana,Sunseri,Temple,75,1887,120,1,0,,1861,"North Dakota, USA",1200,1887,1,28,11,1880,11,57,28,[],Healthy,0,"F,W",0,551
1194,Khayla,McNally,Southern University,73,1887,120,1,0,,1861,"California, USA",1200,1887,1,26,7,1880,7,57,30,[],Healthy,0,"F,W",0,547
1200,Danielle,Walker,Duke,75,1887,120,1,0,,1861,"Nebraska, USA",1200,1887,1,9,19,1880,12,61,31,[],Healthy,0,"$,F",0,552
1292,Angel,Jackson,Baylor,67,1887,120,1,0,,1861,"California, USA",1200,1887,1,28,29,1881,29,57,34,[],Healthy,0,$,0,629
1372,Kellie,Jones,Alcorn State,75,1887,120,1,0,,1860,"Massachusetts, USA",1200,1887,1,30,17,1882,17,53,41,[],Healthy,0,F,0,677
1375,Sonja,Swann,Oklahoma,75,1887,120,1,14,,1860,"Michigan, USA",1200,1887,1,17,29,1882,29,59,45,[],Healthy,0,F,0,689
101,Joy,Ogbonda,,74,1888,120,1,0,,1850,Nigeria,1200,1888,1,29,25,1870,25,56,38,[],Healthy,0,"$,F",0,
562,Milena,Mattingly,North Carolina,67,1888,120,1,0,,1852,"California, USA",1200,1888,1,8,12,1871,12,66,33,[],Healthy,0,"$,W",0,12
624,Raigyne,Kelemete,LIU,73,1888,120,1,0,,1853,"Michigan, USA",1200,1888,1,23,17,1872,17,58,27,[],Healthy,0,F,0,77
647,Camille,Gilmer,Notre Dame,65,1888,0,1,0,,1852,"New York, USA",6450,1888,1,3,4,1872,13,66,44,['B'],Healthy,0,$,0,73
683,Aerial,Bright,Gonzaga,75,1888,120,1,0,,1854,"California, USA",1200,1888,1,19,8,1873,8,60,27,[],Healthy,0,"F,W",0,128
692,Beatrice,Armstead,Tulsa,76,1888,120,1,0,,1854,"California, USA",1200,1888,1,8,5,1873,5,63,33,[],Healthy,0,"F,W",1,125
734,Giuliana,Wingard,Northwestern,72,1888,120,1,0,,1852,"New York, USA",1200,1888,1,22,14,1873,14,59,38,[],Healthy,0,"$,W",0,134
753,Plenette,Ngata,Eastern Kentucky,77,1888,120,1,0,,1855,"Alabama, USA",1200,1888,1,4,28,1874,28,69,38,[],Healthy,0,"$,L",0,208
806,Itoro,Matthews,Charlotte,75,1888,120,1,0,,1853,"Texas, USA",1200,1888,1,3,4,1874,4,68,51,[],Healthy,0,"$,W",0,184
826,Rhyne,Young,Villanova,75,1888,120,1,0,,1856,"Georgia, USA",1200,1888,1,27,0,1875,0,57,27,[],Healthy,0,L,0,240
848,Monique,Kinne,California,75,1888,120,1,0,,1856,"Iowa, USA",1200,1888,1,14,8,1875,27,65,33,[],Healthy,0,$,0,267
868,Aleksandra,Pusica,,72,1888,120,1,0,,1855,Serbia,1200,1888,1,8,21,1875,21,66,41,[],Healthy,0,"F,W",0,261
1012,Sarah,Smith Sr.,UCLA,77,1888,120,1,0,,1857,"Michigan, USA",1200,1888,1,16,17,1877,17,62,33,[],Healthy,0,"L,W",1,377
1014,DeWanna,Gross,Georgetown,76,1888,120,1,0,,1856,"Minnesota, USA",1200,1888,1,27,7,1877,7,56,39,[],Healthy,0,L,0,367
1039,Amber,Cruise,Villanova,74,1888,120,1,0,,1859,"Georgia, USA",1200,1888,1,16,4,1878,4,64,37,[],Healthy,0,"$,W",0,424
1046,Melek,Akarsu,,74,1888,120,1,14,,1859,Turkey,1200,1888,1,23,7,1878,7,61,29,[],Healthy,0,"$,L",0,427
1053,Deanna,McConnell,Kansas State,74,1888,120,1,0,,1859,"Illinois, USA",1200,1888,1,10,16,1878,16,64,34,[],Healthy,0,"$,F",0,436
